ID,specifypositive_April2020,specifypositive_May2020,specifypositive_Nov2020,specifypositive_April2021,Corpus,clean_text,char_len,word_len,containsJunkWord,dup_idx,similar_idx,dup_similar_idx,FINAL_CLUSTER_ID,Seed_Q1,Seed_Q2,Dist_to_Center,Cohesion,FREQ,COVERAGE
cb010c1f,"Due to having lost my private self-employed income, I am now devoting myself to: 1) long walks on quiet suburb streets everyday with my house-mate; 2) tending my garden in a more consistent manner and 3) appreciating the transitions of late winter into early spring.","Initially there was a 'Dunkirk' spirit - sort of - gosh, this is crap and we're all going to die, so why not make the most of it and be jolly - if you're not UK heritage, you may not understand the concept (I don't mean that rudely) but now that it's been going on since 23 rd March - some near 6 weeks, fatigue and worry have replaced the bohomie and neighbourlyness that was prevalent - now it's just - fuck, this is awful and life will never be the same and we are all poorer and are we going to survive and how are we going to cope with our financial obligations and our commitments... life sucks - and it's even worse for those with serious pre-existing co-morbidities","Much less frequent contact with family and friends - obvious, isn't it? Daft question.","I've essentially been super-shielding as am in the hyper-clinically vulnerable group and all my work has been done virtually, on-line @ home and I have really enjoyed this - plus, I have spent time @ home, in my large garden, enjoying the house and garden and taking advantage of 'slowing' down and not having to rush out the door to clients and rush around afterwards to the cinema, the pub, meals out and the theatre or go to shops - it has been much calmer and slower. On the whole, I've prefered this way of life. It's less 'consumerist and capitalist crap'.","Due to having lost my private self-employed income, I am now devoting myself to: 1) long walks on quiet suburb streets everyday with my house-mate; 2) tending my garden in a more consistent manner and 3) appreciating the transitions of late winter into early spring.. Initially there was a 'Dunkirk' spirit - sort of - gosh, this is crap and we're all going to die, so why not make the most of it and be jolly - if you're not UK heritage, you may not understand the concept (I don't mean that rudely) but now that it's been going on since 23 rd March - some near 6 weeks, fatigue and worry have replaced the bohomie and neighbourlyness that was prevalent - now it's just - fuck, this is awful and life will never be the same and we are all poorer and are we going to survive and how are we going to cope with our financial obligations and our commitments... life sucks - and it's even worse for those with serious pre-existing co-morbidities. Much less frequent contact with family and friends - obvious, isn't it? Daft question.. I've essentially been super-shielding as am in the hyper-clinically vulnerable group and all my work has been done virtually, on-line @ home and I have really enjoyed this - plus, I have spent time @ home, in my large garden, enjoying the house and garden and taking advantage of 'slowing' down and not having to rush out the door to clients and rush around afterwards to the cinema, the pub, meals out and the theatre or go to shops - it has been much calmer and slower. On the whole, I've prefered this way of life. It's less 'consumerist and capitalist crap'.",due lose private self employ income devote 1 long walk quiet suburb street everyday house mate 2 tend garden consistent manner 3 appreciate transition late winter early spring .. initially dunkirk spirit sort gosh crap go die why not make jolly not uk heritage may not understand concept do not mean rudely go since 23 rd march near 6 week fatigue worry replace bohomie neighbourlyness prevalent fuck awful life will never poorer are we going survive how are we going cope our financial obligation our commitment ... life suck even bad serious pre exist co morbidity much less frequent contact family friend obvious not daft question .. essentially super shielding am in hyper clinically vulnerable group work do virtually line home really enjoy plus spend time home large garden enjoy house garden take advantage slow not rush door client rush around afterwards cinema pub meals theatre go shop much calmer slow whole prefer way life less consumerist capitalist crap,1593,291,0,['cb010c1f'],['cb010c1f'],"('cb010c1f',)",33,regular lifestyle slow pace life change priority introspection money concentration work,financial uncertainty gratitude life time stocktake reprioritise improve relationship well life balance,0.344,0.66,13,1.492537313432836
cb560c88,More time to myself,Morr time at home with my family,,Ive completed a certification and 2 degrees,More time to myself. Morr time at home with my family.  Ive completed a certification and 2 degrees,time morr time home family ve complete certification 2 degree,99,18,0,['cb560c88'],['cb560c88'],"('cb560c88',)",80,personal development time study towards professional exam spend fine son time family time spend family,relaxation spend time family cancel university exam teach furlough save money cancellation exam time realise what really important stop take thing grant,0.35,0.683,9,1.0332950631458093
cbf4ad35,,,,Spending more time with immediate family,Spending more time with immediate family,spend time immediate family,40,6,0,"['48ad9e68', 'cbf4ad35']",-1,"('00769460', '01c706a7', '03c42dd6', '0483c23c', '05ac6d57', '05b27157', '05b7650a', '0b6ab69c', '0df8a425', '0f1a455c', '0fd5b77a', '112d9cb0', '12230669', '1bd369ff', '1e321ed5', '1f9f5f13', '1ffc3964', '2284c657', '28bc0571', '2add64ff', '2b774412', '31046764', '36b6e112', '39cf2916', '3a091643', '40cfa1cd', '4153e4fc', '426e8869', '452ff3b0', '48ad9e68', '4a8874c4', '52905e06', '6089cf25', '61011b9a', '61e9823c', '6244b533', '65424974', '65b49e68', '687d5890', '69519e9a', '6ad0d637', '6b93e5cd', '6f618d37', '6f64bafb', '70dd2716', '72bc0590', '73e01b6f', '79d3fffa', '7a3a4ddb', '7b787546', '7c443e77', '814f7512', '84027b54', '85faef55', '890a2b84', '896a1fe9', '8a1e5483', '8e697aac', '8f926fe6', '90a40bc7', '93a31630', '999245de', '99c5215c', '9dd3a83e', 'a0e741a4', 'a17f412a', 'a1ca12c2', 'ab4a29d7', 'ac03a50f', 'ae3b5411', 'b035d0f1', 'b1c7486f', 'b61bcee3', 'ba13f2c6', 'bd076d97', 'bef796a6', 'c04da2c5', 'c4782c12', 'c638999b', 'c7564bc3', 'ca69d4fa', 'cbf4ad35', 'd03282c8', 'd211aacf', 'd4bd0715', 'd7211e12', 'd747f918', 'd78fde5d', 'da252a67', 'ddab6104', 'ddba36c1', 'ddbfca35', 'df34ae7f', 'e00deb2a', 'e1b11a02', 'e29cef04', 'e3f28c63', 'e40000ec', 'e63e4dfb', 'e7102e13', 'eb6f6fac', 'ec55e6ce', 'ec8aab1c', 'f78de03a', 'f9968550', 'fab5c22d', 'ff29fe6a')",0,improve contact family friend time spend home get lot work do garden,less traffic time spend home result tidy house garden learn cook thing read time take immediate environment which somehow busy enjoy stop amd smell rose take thing less seriously try enjoy what front seek far away place,0.238,0.676,136,15.614236509758898
cca1fae3,spending time w spouse,reading more,spouse working at home,lunch daily with spouse,spending time w spouse. reading more. spouse working at home. lunch daily with spouse,spend time w spouse read spouse work home lunch daily spouse,85,14,1,['cca1fae3'],['cca1fae3'],"('cca1fae3',)",21,spend time w spouse read spouse work home lunch daily spouse,mu husband get time play child work home husband work home slow peace life manage get work home get spend time family school area close long period time,0.125,0.76,15,1.722158438576349
ccb38776,"more time at home with spouse, cooking, nesting for baby to come",husband and self at home together is nice - we both normally travel a lot for work so it's nice to be spending so much time together,"Eating better, husband around to take care of baby","eating better, seeing husband more","more time at home with spouse, cooking, nesting for baby to come. husband and self at home together is nice - we both normally travel a lot for work so it's nice to be spending so much time together. Eating better, husband around to take care of baby. eating better, seeing husband more",time home spouse cook nest baby come husband self home together nice normally travel lot work nice spending much time together eat well husband around take care baby eat well see husband,286,53,1,['ccb38776'],['ccb38776'],"('ccb38776',)",21,spend time w spouse read spouse work home lunch daily spouse,mu husband get time play child work home husband work home slow peace life manage get work home get spend time family school area close long period time,0.224,0.76,15,1.722158438576349
ccc29486,My children call me more frequently,children call more often,"spend more time with spouse, saving money, fewer expenses",saved money,"My children call me more frequently. children call more often. spend more time with spouse, saving money, fewer expenses. saved money",child call frequently child call often spend time spouse save money few expense save money,133,21,0,['ccc29486'],['ccc29486'],"('ccc29486',)",22,spend time family save money feel less stressed walk see friend work home save money spend time family,time family reduce spending habit .. time family work home well control finance not spend money pub restaurant .. spend less money time spend child due homeworking .. time family work home less expenditure due lockdown,0.183,0.797,8,0.9184845005740528
cd6cca11,getting fit,change of outlook on life,taking up running,General outlook & evaluating wants & needs,getting fit. change of outlook on life. taking up running. General outlook & evaluating wants & needs,get fit change outlook life take run general outlook evaluate want need,101,17,0,['cd6cca11'],['cd6cca11'],"('cd6cca11',)",33,regular lifestyle slow pace life change priority introspection money concentration work,financial uncertainty gratitude life time stocktake reprioritise improve relationship well life balance,0.393,0.66,13,1.492537313432836
ce04a7a7,Enjoying the silence,"Skype with family abroad every day, friends keep in touch more and inline shopping is very helpful","all shopping online, sense of contentment",,"Enjoying the silence. Skype with family abroad every day, friends keep in touch more and inline shopping is very helpful. all shopping online, sense of contentment.",enjoy silence skype family abroad every day friend keep touch inline shopping helpful shopping sense contentment,164,26,0,['ce04a7a7'],['ce04a7a7'],"('ce04a7a7',)",0,improve contact family friend time spend home get lot work do garden,less traffic time spend home result tidy house garden learn cook thing read time take immediate environment which somehow busy enjoy stop amd smell rose take thing less seriously try enjoy what front seek far away place,0.348,0.676,136,15.614236509758898
cec6b483,Less traffic on commute to/from work,Working less hours but being paid the same,,,Less traffic on commute to/from work. Working less hours but being paid the same.,less traffic commute work work less hour pay,81,14,0,['cec6b483'],"['216852a2', 'cec6b483']","('216852a2', 'cec6b483')",1,not commute work do not long commute anymore,commute,0.16,0.719,11,1.2629161882893227
cf3540e4,Taking time to relax,,,,Taking time to relax.,take time relax,21,4,0,['cf3540e4'],['cf3540e4'],"('cf3540e4',)",5,time,time reflect relax,0.475,0.645,14,1.6073478760045925
cfbf5ee4,Reading more. Educating myself via online courses.,,,,Reading more. Educating myself via online courses..,read educate via course ..,51,7,0,['cfbf5ee4'],['cfbf5ee4'],"('cfbf5ee4',)",59,social distancing education,school shelter place social distancing,0.466,0.723,4,0.4592422502870264
cfc9506b,more exercise,eating healthily,,,more exercise. eating healthily.,exercise eat healthily,32,4,0,['cfc9506b'],"['114578a1', '7df82da0', 'cfc9506b', 'f1570e37']","('07c18654', '0cf6d4d9', '114578a1', '1a7e3ece', '1d5f2287', '3fe3190f', '401bf43e', '5965630a', '5f0dc810', '63f030c8', '670a41e2', '7df82da0', '81ed0607', '9665642e', 'a443da96', 'b5cb55ee', 'b73f6dd8', 'c7b02690', 'c97a4889', 'cfc9506b', 'd013c445', 'd18a8a5f', 'd44a8505', 'f1570e37')",19,run lot usual .. time exercise time exercise,regular daily exercise,0.221,0.759,33,3.788748564867968
d013c445,,More exercise ,,,More exercise .,exercise,15,3,0,"['1a7e3ece', '5f0dc810', 'd013c445', 'd18a8a5f']",-1,"('07c18654', '0cf6d4d9', '114578a1', '1a7e3ece', '1d5f2287', '3fe3190f', '401bf43e', '5965630a', '5f0dc810', '63f030c8', '670a41e2', '7df82da0', '81ed0607', '9665642e', 'a443da96', 'b5cb55ee', 'b73f6dd8', 'c7b02690', 'c97a4889', 'cfc9506b', 'd013c445', 'd18a8a5f', 'd44a8505', 'f1570e37')",19,run lot usual .. time exercise time exercise,regular daily exercise,0.221,0.759,33,3.788748564867968
d03282c8,Spending more time with my husband & child,Spending more time with my husband & child,Spending more time with husband and child,Having more free time due to not travelling to work or going out,Spending more time with my husband & child. Spending more time with my husband & child. Spending more time with husband and child. Having more free time due to not travelling to work or going out,spend time husband child spending time husband child spending time husband child free time due not travel work go,195,36,0,['d03282c8'],"['1f9f5f13', '99c5215c', 'b035d0f1', 'd03282c8', 'd7211e12']","('00769460', '01c706a7', '03c42dd6', '0483c23c', '05ac6d57', '05b27157', '05b7650a', '0b6ab69c', '0df8a425', '0f1a455c', '0fd5b77a', '112d9cb0', '12230669', '1bd369ff', '1e321ed5', '1f9f5f13', '1ffc3964', '2284c657', '28bc0571', '2add64ff', '2b774412', '31046764', '36b6e112', '39cf2916', '3a091643', '40cfa1cd', '4153e4fc', '426e8869', '452ff3b0', '48ad9e68', '4a8874c4', '52905e06', '6089cf25', '61011b9a', '61e9823c', '6244b533', '65424974', '65b49e68', '687d5890', '69519e9a', '6ad0d637', '6b93e5cd', '6f618d37', '6f64bafb', '70dd2716', '72bc0590', '73e01b6f', '79d3fffa', '7a3a4ddb', '7b787546', '7c443e77', '814f7512', '84027b54', '85faef55', '890a2b84', '896a1fe9', '8a1e5483', '8e697aac', '8f926fe6', '90a40bc7', '93a31630', '999245de', '99c5215c', '9dd3a83e', 'a0e741a4', 'a17f412a', 'a1ca12c2', 'ab4a29d7', 'ac03a50f', 'ae3b5411', 'b035d0f1', 'b1c7486f', 'b61bcee3', 'ba13f2c6', 'bd076d97', 'bef796a6', 'c04da2c5', 'c4782c12', 'c638999b', 'c7564bc3', 'ca69d4fa', 'cbf4ad35', 'd03282c8', 'd211aacf', 'd4bd0715', 'd7211e12', 'd747f918', 'd78fde5d', 'da252a67', 'ddab6104', 'ddba36c1', 'ddbfca35', 'df34ae7f', 'e00deb2a', 'e1b11a02', 'e29cef04', 'e3f28c63', 'e40000ec', 'e63e4dfb', 'e7102e13', 'eb6f6fac', 'ec55e6ce', 'ec8aab1c', 'f78de03a', 'f9968550', 'fab5c22d', 'ff29fe6a')",0,improve contact family friend time spend home get lot work do garden,less traffic time spend home result tidy house garden learn cook thing read time take immediate environment which somehow busy enjoy stop amd smell rose take thing less seriously try enjoy what front seek far away place,0.238,0.676,136,15.614236509758898
